sentence,event1,event2,signal,Doc name,Doc ID ,negated_
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",requirements,meet,because,wsj_0527.tml, WSJ891030-0174 
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",requirements,said,because,wsj_0527.tml, WSJ891030-0174 
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",criteria,qualify,because,wsj_0527.tml, WSJ891030-0174 
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",criteria,meet,because,wsj_0527.tml, WSJ891030-0174 
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",criteria,said,because,wsj_0527.tml, WSJ891030-0174 
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",qualify,meet,because,wsj_0527.tml, WSJ891030-0174 
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",qualify,said,because,wsj_0527.tml, WSJ891030-0174 
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",meet,said,because,wsj_0527.tml, WSJ891030-0174 
The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.    ,restructuring,impact,from,wsj_0313.tml, WSJ891101-0051 
The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.    ,restructuring,added,from,wsj_0313.tml, WSJ891101-0051 
The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.    ,restructuring,expect,from,wsj_0313.tml, WSJ891101-0051 
The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.    ,impact,added,from,wsj_0313.tml, WSJ891101-0051 
The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.    ,impact,expect,from,wsj_0313.tml, WSJ891101-0051 
The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.    ,added,expect,from,wsj_0313.tml, WSJ891101-0051 
"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    ",agreement,said,in exchange for ,wsj_0346.tml, WSJ891101-0018 
"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    ",agreement,pay,in exchange for ,wsj_0346.tml, WSJ891101-0018 
"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    ",said,pay,in exchange for ,wsj_0346.tml, WSJ891101-0018 
"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    ",agreement,said,in ([a-z]+\\s)?exchange for,wsj_0346.tml, WSJ891101-0018 
"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    ",agreement,pay,in ([a-z]+\\s)?exchange for,wsj_0346.tml, WSJ891101-0018 
"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    ",said,pay,in ([a-z]+\\s)?exchange for,wsj_0346.tml, WSJ891101-0018 
"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    ",set,expire,have,wsj_0152.tml, WSJ891102-0039 
"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    ",set,offer,have,wsj_0152.tml, WSJ891102-0039 
"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    ",expire,offer,have,wsj_0152.tml, WSJ891102-0039 
"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    ",set,expire,set,wsj_0152.tml, WSJ891102-0039 
"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    ",set,offer,set,wsj_0152.tml, WSJ891102-0039 
"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    ",expire,offer,set,wsj_0152.tml, WSJ891102-0039 
"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    ",has,added,have,wsj_0151.tml, WSJ891102-0040 
"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    ",has,designed,have,wsj_0151.tml, WSJ891102-0040 
"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    ",has,take,have,wsj_0151.tml, WSJ891102-0040 
"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    ",added,designed,have,wsj_0151.tml, WSJ891102-0040 
"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    ",added,take,have,wsj_0151.tml, WSJ891102-0040 
"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    ",designed,take,have,wsj_0151.tml, WSJ891102-0040 
It has n't made merger overtures to the board.    ,merger,made,have,wsj_0570.tml, WSJ891030-0130 
It has n't made merger overtures to the board.    ,merger,overtures,have,wsj_0570.tml, WSJ891030-0130 
It has n't made merger overtures to the board.    ,made,overtures,have,wsj_0570.tml, WSJ891030-0130 
It has n't made merger overtures to the board.    ,merger,made,make,wsj_0570.tml, WSJ891030-0130 
It has n't made merger overtures to the board.    ,merger,overtures,make,wsj_0570.tml, WSJ891030-0130 
It has n't made merger overtures to the board.    ,made,overtures,make,wsj_0570.tml, WSJ891030-0130 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,post,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,stemmed,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,departure,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,disappointment,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,led,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,directorship,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,reports,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,stemmed,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,departure,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,disappointment,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,led,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,directorship,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,reports,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,departure,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,disappointment,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,led,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,directorship,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,reports,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,departure,disappointment,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,departure,led,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,departure,directorship,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,departure,reports,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,disappointment,led,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,disappointment,directorship,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,disappointment,reports,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,led,directorship,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,led,reports,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,directorship,reports,from,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,post,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,stemmed,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,departure,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,disappointment,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,led,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,directorship,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,rejected,reports,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,stemmed,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,departure,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,disappointment,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,led,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,directorship,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,post,reports,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,departure,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,disappointment,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,led,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,directorship,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,stemmed,reports,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,departure,disappointment,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,departure,led,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,departure,directorship,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,departure,reports,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,disappointment,led,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,disappointment,directorship,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,disappointment,reports,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,led,directorship,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,led,reports,have,wsj_0158.tml, WSJ891102-0033 
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.    ,directorship,reports,have,wsj_0158.tml, WSJ891102-0033 
"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    ",demolished,think,from,wsj_0583.tml, WSJ891030-0116 
"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    ",demolished,said,from,wsj_0583.tml, WSJ891030-0116 
"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    ",think,said,from,wsj_0583.tml, WSJ891030-0116 
"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    ",demolished,think,have,wsj_0583.tml, WSJ891030-0116 
"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    ",demolished,said,have,wsj_0583.tml, WSJ891030-0116 
"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    ",think,said,have,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",find,for,because ,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",find,said,because ,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",for,said,because ,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",find,for,because,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",find,said,because,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",for,said,because,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",find,for,by ,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",find,said,by ,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",for,said,by ,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",find,for,by,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",find,said,by,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",for,said,by,wsj_0583.tml, WSJ891030-0116 
"""Our company has not been able to cope very effectively with"" changes in the marketplace, said Ryosuke Ito, Sansui's president.    ",able,cope,have,wsj_0583.tml, WSJ891030-0116 
"""Our company has not been able to cope very effectively with"" changes in the marketplace, said Ryosuke Ito, Sansui's president.    ",able,changes,have,wsj_0583.tml, WSJ891030-0116 
"""Our company has not been able to cope very effectively with"" changes in the marketplace, said Ryosuke Ito, Sansui's president.    ",able,said,have,wsj_0583.tml, WSJ891030-0116 
