event1,eid1,event2,eid2,signal,Doc name,Doc ID ,sentence
needed,e23,saying,e22,by ,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"But Livni, who is no longer in the Israeli government, defended the former government's decision to go to war, saying that the campaign was needed to confront rocket attacks by Palestinian movement Hamas on Israeli civilians, particularly those living in southern Israel."""
needed,e23,defended,e19,by ,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"But Livni, who is no longer in the Israeli government, defended the former government's decision to go to war, saying that the campaign was needed to confront rocket attacks by Palestinian movement Hamas on Israeli civilians, particularly those living in southern Israel."""
saying,e22,defended,e19,by ,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"But Livni, who is no longer in the Israeli government, defended the former government's decision to go to war, saying that the campaign was needed to confront rocket attacks by Palestinian movement Hamas on Israeli civilians, particularly those living in southern Israel."""
made,e27,said,e30,make,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"I know that the decisions that we made were crucial to give an answer to Israeli civilians that could n't live in the south part of Israel and later or even also in different parts of Israel, "" she said."""
made,e27,give,e28,make,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"I know that the decisions that we made were crucial to give an answer to Israeli civilians that could n't live in the south part of Israel and later or even also in different parts of Israel, "" she said."""
said,e30,give,e28,make,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"I know that the decisions that we made were crucial to give an answer to Israeli civilians that could n't live in the south part of Israel and later or even also in different parts of Israel, "" she said."""
helped,e36,conducted,e34,have,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"She said that the Israeli military had already conducted its own investigation into the actions of its soldiers, but that she did not necessarily support a public inquiry in Israel, unless it helped Israeli soldiers when they traveled outside Israel."""
helped,e36,said,e33,have,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"She said that the Israeli military had already conducted its own investigation into the actions of its soldiers, but that she did not necessarily support a public inquiry in Israel, unless it helped Israeli soldiers when they traveled outside Israel."""
helped,e36,traveled,e37,have,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"She said that the Israeli military had already conducted its own investigation into the actions of its soldiers, but that she did not necessarily support a public inquiry in Israel, unless it helped Israeli soldiers when they traveled outside Israel."""
conducted,e34,said,e33,have,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"She said that the Israeli military had already conducted its own investigation into the actions of its soldiers, but that she did not necessarily support a public inquiry in Israel, unless it helped Israeli soldiers when they traveled outside Israel."""
conducted,e34,traveled,e37,have,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"She said that the Israeli military had already conducted its own investigation into the actions of its soldiers, but that she did not necessarily support a public inquiry in Israel, unless it helped Israeli soldiers when they traveled outside Israel."""
said,e33,traveled,e37,have,2010.01.18.uk.israel.livni.tml,2010.01.18.uk.israel.livni,"She said that the Israeli military had already conducted its own investigation into the actions of its soldiers, but that she did not necessarily support a public inquiry in Israel, unless it helped Israeli soldiers when they traveled outside Israel."""
knew,e13,loved,e11,by,2010.02.05.sotu.crowley.column.tml,2010.02.05.sotu.crowley.column,"I did it like millions and millions of other parents who play the minute-by-minute juggling act : not perfectly, but I loved them above all else and did the best I knew how."
afford,e48,working,e44,from,2010.02.03.cross.quake.resistant.housing.tml,2010.02.03.cross.quake.resistant.housing,"But the important factor is that it's still ongoing, that we need to be there for the long run....What we were doing there was working with local NGOs [ non-governmental organizations ], particularly with Muslim Aid, to identify the most vulnerable members of the community who could most benefit from our architectural and design skills, and could n't afford to buy in their own construction expertise, and would be most marginalized and vulnerable in the future."
lost,e84,dissipated,e83,generate,2010.02.03.cross.quake.resistant.housing.tml,2010.02.03.cross.quake.resistant.housing,"What that generates is a design which flexes when the earthquake strikes, the energy of the earthquake is dissipated through the many framing elements of the building, and the energy is lost in the friction between the timber and the stone infill....A concrete-block building which is n't able to flex is more apt to collapse...."
got,e19,happened,e20,have,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"There's no trace of them and their mothers and families of these girls -- they have n't got a clue what's happened to them. """
got,e19,happened,e20,get,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"There's no trace of them and their mothers and families of these girls -- they have n't got a clue what's happened to them. """
told,e32,say,e34,as,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"One of the men told me if you do n't do as I say I will do the same to you."""
told,e32,say,e34,as ,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"One of the men told me if you do n't do as I say I will do the same to you."""
told,e51,started,e54,start,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.'
told,e51,wanted,e52,start,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.'
told,e51,crying,e55,start,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.'
started,e54,wanted,e52,start,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.'
started,e54,crying,e55,start,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.'
wanted,e52,crying,e55,start,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.'
want,e68,said,e71,so that,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"I want to tell the story so that in the near future, other girls do n't go through the same, "" Maria said."""
want,e68,said,e71,so,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"I want to tell the story so that in the near future, other girls do n't go through the same, "" Maria said."""
want,e68,said,e71,so ,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"I want to tell the story so that in the near future, other girls do n't go through the same, "" Maria said."""
want,e68,said,e71,so that ,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"I want to tell the story so that in the near future, other girls do n't go through the same, "" Maria said."""
feel,e79,make,e77,make,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"If these men are ever found, jail wo n't be enough to make them pay for the way they've made us feel. """
feel,e79,make,e77,have,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"If these men are ever found, jail wo n't be enough to make them pay for the way they've made us feel. """
started,e25,calling,e26,start,2010.01.08.facebook.bra.color.tml,2010.01.08.facebook.bra.color,"A spokeswoman for Facebook said it's not clear where or how the message started, calling it an example of a grass-roots movement beginning on the social networking site."""
started,e25,said,e24,start,2010.01.08.facebook.bra.color.tml,2010.01.08.facebook.bra.color,"A spokeswoman for Facebook said it's not clear where or how the message started, calling it an example of a grass-roots movement beginning on the social networking site."""
calling,e26,said,e24,start,2010.01.08.facebook.bra.color.tml,2010.01.08.facebook.bra.color,"A spokeswoman for Facebook said it's not clear where or how the message started, calling it an example of a grass-roots movement beginning on the social networking site."""
said,e104,prepared,e105,send,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"At the Pentagon, the U.S. military said humanitarian aid was being prepared for shipping, but it was not yet clear where or how it would be sent."
said,e104,sent,e106,send,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"At the Pentagon, the U.S. military said humanitarian aid was being prepared for shipping, but it was not yet clear where or how it would be sent."
prepared,e105,sent,e106,send,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"At the Pentagon, the U.S. military said humanitarian aid was being prepared for shipping, but it was not yet clear where or how it would be sent."
said,e36,produced,e35,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,""" Some privatization programs have produced positive results "" the U.N. said, "" but the overall record is not encouraging."
said,e77,counted,e76,because,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The more pressing issue for Prewitt is making sure everyone is counted because he said those who are n't counted will be treated unfairly in the political process and in the allocation of economic benefits.
said,e77,counted,e76,because ,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The more pressing issue for Prewitt is making sure everyone is counted because he said those who are n't counted will be treated unfairly in the political process and in the allocation of economic benefits.
said,e77,counted,e76,make,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The more pressing issue for Prewitt is making sure everyone is counted because he said those who are n't counted will be treated unfairly in the political process and in the allocation of economic benefits.
said,e90,adds,e89,have,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Census Bureau has to follow up with those who do n't send in their forms with additional forms, telephone calls and even in-person visits -- and that adds up, he said."
said,e90,adds,e89,send,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Census Bureau has to follow up with those who do n't send in their forms with additional forms, telephone calls and even in-person visits -- and that adds up, he said."
received,e10,announced,e8,from,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
received,e10,said,e9,from,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
announced,e8,said,e9,from,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
received,e10,announced,e8,have,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
received,e10,said,e9,have,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
announced,e8,said,e9,have,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
fix,e33,built,e30,by,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
fix,e33,covering,e32,by,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
fix,e33,affected,e31,by,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
built,e30,covering,e32,by,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
built,e30,affected,e31,by,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
covering,e32,affected,e31,by,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
fix,e33,built,e30,by ,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
fix,e33,covering,e32,by ,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
fix,e33,affected,e31,by ,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
built,e30,covering,e32,by ,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
built,e30,affected,e31,by ,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
covering,e32,affected,e31,by ,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"The Prius, which is built in Japan, is not one of the eight models affected by two recent recalls -- covering several million vehicles -- to fix problems with sticking gas pedals."
criticized,e48,arguing,e49,have,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
criticized,e48,intended,e50,have,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
criticized,e48,used,e51,have,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
arguing,e49,intended,e50,have,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
arguing,e49,used,e51,have,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
intended,e50,used,e51,have,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
turn,e26,pay,e27,have,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Yesterday alone, the city [ Memphis ] went around to turn on the heat for homes when people have not been able to pay [ their utility bills ]. """
turn,e26,went,e25,have,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Yesterday alone, the city [ Memphis ] went around to turn on the heat for homes when people have not been able to pay [ their utility bills ]. """
pay,e27,went,e25,have,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Yesterday alone, the city [ Memphis ] went around to turn on the heat for homes when people have not been able to pay [ their utility bills ]. """
seen,e44,noted,e41,have,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"CNN meteorologist Chad Myers noted that it was warmer in Fairbanks, Alaska, than it was in Atlanta on Thursday morning, calling the cold front sweeping the nation one that "" we probably have n't seen for 15 years."""
seen,e44,sweeping,e43,have,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"CNN meteorologist Chad Myers noted that it was warmer in Fairbanks, Alaska, than it was in Atlanta on Thursday morning, calling the cold front sweeping the nation one that "" we probably have n't seen for 15 years."""
seen,e44,calling,e42,have,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"CNN meteorologist Chad Myers noted that it was warmer in Fairbanks, Alaska, than it was in Atlanta on Thursday morning, calling the cold front sweeping the nation one that "" we probably have n't seen for 15 years."""
noted,e41,sweeping,e43,have,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"CNN meteorologist Chad Myers noted that it was warmer in Fairbanks, Alaska, than it was in Atlanta on Thursday morning, calling the cold front sweeping the nation one that "" we probably have n't seen for 15 years."""
noted,e41,calling,e42,have,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"CNN meteorologist Chad Myers noted that it was warmer in Fairbanks, Alaska, than it was in Atlanta on Thursday morning, calling the cold front sweeping the nation one that "" we probably have n't seen for 15 years."""
sweeping,e43,calling,e42,have,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"CNN meteorologist Chad Myers noted that it was warmer in Fairbanks, Alaska, than it was in Atlanta on Thursday morning, calling the cold front sweeping the nation one that "" we probably have n't seen for 15 years."""
addressed,e5,killed,e6,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
addressed,e5,warned,e7,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
killed,e6,warned,e7,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
said,e38,stop,e35,make,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
said,e38,told,e32,make,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
said,e38,making,e37,make,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
stop,e35,told,e32,make,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
stop,e35,making,e37,make,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
told,e32,making,e37,make,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
agree,e39,lost,e42,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
agree,e39,think,e40,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
agree,e39,extricated,e41,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
agree,e39,added,e44,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
lost,e42,think,e40,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
lost,e42,extricated,e41,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
lost,e42,added,e44,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
think,e40,extricated,e41,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
think,e40,added,e44,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
extricated,e41,added,e44,from,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
agree,e39,lost,e42,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
agree,e39,think,e40,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
agree,e39,extricated,e41,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
agree,e39,added,e44,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
lost,e42,think,e40,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
lost,e42,extricated,e41,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
lost,e42,added,e44,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
think,e40,extricated,e41,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
think,e40,added,e44,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
extricated,e41,added,e44,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added."""
offered,e46,said,e48,have,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"I have no fear of being one of the martyrs that the people of this nation have offered, on the path of reaching their religious and national rights, and my blood will not be any redder than the blood of the other martyrs, "" Moussavi said."""
want,e19,criticized,e22,because,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"Several senior Israeli Foreign Ministry sources, who did n't want to be named because it would jeopardize their jobs, criticized Ayalon's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday."
want,e19,criticized,e22,because ,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"Several senior Israeli Foreign Ministry sources, who did n't want to be named because it would jeopardize their jobs, criticized Ayalon's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday."
want,e19,criticized,e22,start,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"Several senior Israeli Foreign Ministry sources, who did n't want to be named because it would jeopardize their jobs, criticized Ayalon's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday."
believed,e71,acknowledged,e72,have,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"Israel is widely believed to have a nuclear arsenal, but has never acknowledged that publicly."
quoted,e38,saying,e39,as,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
quoted,e38,want,e37,as,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
saying,e39,want,e37,as,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
quoted,e38,saying,e39,as ,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
quoted,e38,want,e37,as ,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
saying,e39,want,e37,as ,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
