sentence,event1,event2,signal,Doc name,Doc ID 
"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. ",acquire,agreed,hold,wsj_0346.tml, WSJ891101-0018 
"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. ",receive,agreed,hold,wsj_0346.tml, WSJ891101-0018 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,complete,obtain,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,complete,transaction,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,complete,said,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,complete,approval,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,complete,expects,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,obtain,transaction,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,obtain,said,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,obtain,approval,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,obtain,expects,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,transaction,said,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,transaction,approval,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,transaction,expects,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,said,approval,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,said,expects,hold,wsj_0006.tml, WSJ891102-0188 
The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. ,approval,expects,hold,wsj_0006.tml, WSJ891102-0188 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,stake,help,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,stake,making,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,stake,move,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,stake,run,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,stake,boosts,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,stake,prevent,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,help,making,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,help,move,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,help,run,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,help,boosts,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,help,prevent,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,making,move,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,making,run,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,making,boosts,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,making,prevent,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,move,run,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,move,boosts,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,move,prevent,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,run,boosts,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,run,prevent,prevent,wsj_0151.tml, WSJ891102-0040 
The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. ,boosts,prevent,prevent,wsj_0151.tml, WSJ891102-0040 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",prove,outnumber,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",prove,survives,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",prove,waiting,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",prove,described,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",prove,sought,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",prove,see,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",prove,holding,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",prove,remain,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",outnumber,survives,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",outnumber,waiting,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",outnumber,described,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",outnumber,sought,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",outnumber,see,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",outnumber,holding,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",outnumber,remain,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",survives,waiting,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",survives,described,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",survives,sought,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",survives,see,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",survives,holding,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",survives,remain,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",waiting,described,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",waiting,sought,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",waiting,see,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",waiting,holding,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",waiting,remain,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",described,sought,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",described,see,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",described,holding,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",described,remain,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",sought,see,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",sought,holding,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",sought,remain,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",see,holding,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",see,remain,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",holding,remain,hold,SJMN91-06338157.tml, SJMN91-06338157 
"Crane Co. said it holds an 8.9% stake in Milton Roy Corp., an analytical-instruments maker, and may seek control of the company.    ",said,seek,hold,wsj_0570.tml, WSJ891030-0130 
"Crane Co. said it holds an 8.9% stake in Milton Roy Corp., an analytical-instruments maker, and may seek control of the company.    ",said,holds,hold,wsj_0570.tml, WSJ891030-0130 
"Crane Co. said it holds an 8.9% stake in Milton Roy Corp., an analytical-instruments maker, and may seek control of the company.    ",said,control,hold,wsj_0570.tml, WSJ891030-0130 
"Crane Co. said it holds an 8.9% stake in Milton Roy Corp., an analytical-instruments maker, and may seek control of the company.    ",seek,holds,hold,wsj_0570.tml, WSJ891030-0130 
"Crane Co. said it holds an 8.9% stake in Milton Roy Corp., an analytical-instruments maker, and may seek control of the company.    ",seek,control,hold,wsj_0570.tml, WSJ891030-0130 
"Crane Co. said it holds an 8.9% stake in Milton Roy Corp., an analytical-instruments maker, and may seek control of the company.    ",holds,control,hold,wsj_0570.tml, WSJ891030-0130 
"Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%, according to a recent SEC filing. ",began,according,hold,wsj_0570.tml, WSJ891030-0130 
"Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%, according to a recent SEC filing. ",began,holds,hold,wsj_0570.tml, WSJ891030-0130 
"Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%, according to a recent SEC filing. ",began,raising,hold,wsj_0570.tml, WSJ891030-0130 
"Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%, according to a recent SEC filing. ",according,holds,hold,wsj_0570.tml, WSJ891030-0130 
"Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%, according to a recent SEC filing. ",according,raising,hold,wsj_0570.tml, WSJ891030-0130 
"Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%, according to a recent SEC filing. ",holds,raising,hold,wsj_0570.tml, WSJ891030-0130 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",said,for,hold,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",said,find,hold,wsj_0583.tml, WSJ891030-0116 
"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. ",for,find,hold,wsj_0583.tml, WSJ891030-0116 
"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. ",said,responsive,hold,wsj_0584.tml, WSJ891030-0115 
"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. ",said,expect,hold,wsj_0584.tml, WSJ891030-0115 
