event1,eid1,event2,eid2,signal,Doc name,Doc ID ,sentence
settlement,e44,expected,e14,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
settlement,e44,said,e16,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
settlement,e44,transition,e45,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
settlement,e44,exodus,e46,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
settlement,e44,avert,e15,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
offered,e13,expected,e14,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
offered,e13,said,e16,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
offered,e13,transition,e45,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
offered,e13,exodus,e46,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
offered,e13,avert,e15,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
expected,e14,said,e16,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
expected,e14,transition,e45,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
expected,e14,exodus,e46,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
expected,e14,avert,e15,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
said,e16,transition,e45,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
said,e16,exodus,e46,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
said,e16,avert,e15,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
transition,e45,exodus,e46,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
transition,e45,avert,e15,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
exodus,e46,avert,e15,avert,wsj_0187.tml, WSJ891102-0003 ,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
said,e27,subscribe,e25,hold,wsj_0187.tml, WSJ891102-0003 ,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
said,e27,holding,e23,hold,wsj_0187.tml, WSJ891102-0003 ,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
said,e27,expected,e24,hold,wsj_0187.tml, WSJ891102-0003 ,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
subscribe,e25,holding,e23,hold,wsj_0187.tml, WSJ891102-0003 ,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
subscribe,e25,expected,e24,hold,wsj_0187.tml, WSJ891102-0003 ,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
holding,e23,expected,e24,hold,wsj_0187.tml, WSJ891102-0003 ,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
adopted,e2,said,e1,protect,wsj_0356.tml, WSJ891101-0008 ,Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.    
adopted,e2,protect,e4,protect,wsj_0356.tml, WSJ891101-0008 ,Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.    
said,e1,protect,e4,protect,wsj_0356.tml, WSJ891101-0008 ,Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.    
agreed,e2,acquire,e3,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
agreed,e2,said,e6,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
agreed,e2,said,e1,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
agreed,e2,receive,e7,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
acquire,e3,said,e6,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
acquire,e3,said,e1,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
acquire,e3,receive,e7,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
said,e6,said,e1,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
said,e6,receive,e7,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
said,e1,receive,e7,hold,wsj_0346.tml, WSJ891101-0018 ,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
approval,e19,transaction,e20,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
approval,e19,expects,e5,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
approval,e19,obtain,e6,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
approval,e19,complete,e7,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
approval,e19,said,e4,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
transaction,e20,expects,e5,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
transaction,e20,obtain,e6,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
transaction,e20,complete,e7,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
transaction,e20,said,e4,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
expects,e5,obtain,e6,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
expects,e5,complete,e7,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
expects,e5,said,e4,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
obtain,e6,complete,e7,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
obtain,e6,said,e4,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
complete,e7,said,e4,hold,wsj_0006.tml, WSJ891102-0188 ,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end. 
run,e11,stake,e81,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
run,e11,boosts,e4,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
run,e11,prevent,e8,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
run,e11,making,e10,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
run,e11,move,e3,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
run,e11,help,e6,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
stake,e81,boosts,e4,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
stake,e81,prevent,e8,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
stake,e81,making,e10,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
stake,e81,move,e3,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
stake,e81,help,e6,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
boosts,e4,prevent,e8,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
boosts,e4,making,e10,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
boosts,e4,move,e3,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
boosts,e4,help,e6,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
prevent,e8,making,e10,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
prevent,e8,move,e3,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
prevent,e8,help,e6,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
making,e10,move,e3,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
making,e10,help,e6,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
move,e3,help,e6,prevent,wsj_0151.tml, WSJ891102-0040 ,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. 
prove,e11,see,e19,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
prove,e11,remain,e13,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
prove,e11,described,e15,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
prove,e11,outnumber,e12,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
prove,e11,waiting,e17,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
prove,e11,survives,e20,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
prove,e11,holding,e16,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
prove,e11,sought,e9,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
see,e19,remain,e13,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
see,e19,described,e15,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
see,e19,outnumber,e12,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
see,e19,waiting,e17,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
see,e19,survives,e20,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
see,e19,holding,e16,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
see,e19,sought,e9,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
remain,e13,described,e15,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
remain,e13,outnumber,e12,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
remain,e13,waiting,e17,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
remain,e13,survives,e20,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
remain,e13,holding,e16,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
remain,e13,sought,e9,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
described,e15,outnumber,e12,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
described,e15,waiting,e17,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
described,e15,survives,e20,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
described,e15,holding,e16,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
described,e15,sought,e9,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
outnumber,e12,waiting,e17,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
outnumber,e12,survives,e20,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
outnumber,e12,holding,e16,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
outnumber,e12,sought,e9,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
waiting,e17,survives,e20,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
waiting,e17,holding,e16,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
waiting,e17,sought,e9,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
survives,e20,holding,e16,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
survives,e20,sought,e9,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
holding,e16,sought,e9,hold,SJMN91-06338157.tml, SJMN91-06338157 ,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
control,e80,said,e1,hold,wsj_0570.tml, WSJ891030-0130 ,"Crane Co. said it holds an 8.9% stake in Milton Roy Corp., an analytical-instruments maker, and may seek control of the company.    "
control,e80,seek,e4,hold,wsj_0570.tml, WSJ891030-0130 ,"Crane Co. said it holds an 8.9% stake in Milton Roy Corp., an analytical-instruments maker, and may seek control of the company.    "
