,event1,eid1,event2,eid2,signal,annotation,Doc name,Doc ID,sentence
17,settlement,e44,exodus,e46,avert,1,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
18,settlement,e44,avert,e15,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
19,offered,e13,expected,e14,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
20,offered,e13,said,e16,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
21,offered,e13,transition,e45,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
22,offered,e13,exodus,e46,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
23,offered,e13,avert,e15,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
24,expected,e14,said,e16,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
25,expected,e14,transition,e45,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
26,expected,e14,exodus,e46,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
27,expected,e14,avert,e15,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
28,said,e16,transition,e45,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
29,said,e16,exodus,e46,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
30,said,e16,avert,e15,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
31,transition,e45,exodus,e46,avert,1,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
32,transition,e45,avert,e15,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
33,exodus,e46,avert,e15,avert,0,wsj_0187.tml,WSJ891102-0003,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    "
34,said,e27,subscribe,e25,hold,0,wsj_0187.tml,WSJ891102-0003,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
35,said,e27,holding,e23,hold,0,wsj_0187.tml,WSJ891102-0003,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
36,said,e27,expected,e24,hold,0,wsj_0187.tml,WSJ891102-0003,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
37,subscribe,e25,holding,e23,hold,0,wsj_0187.tml,WSJ891102-0003,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
38,subscribe,e25,expected,e24,hold,0,wsj_0187.tml,WSJ891102-0003,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
39,holding,e23,expected,e24,hold,0,wsj_0187.tml,WSJ891102-0003,"Customers holding contracts for Waertsilae Marine's undelivered ships  are expected  to subscribe most of the remaining 170 million markkaa in share capital, government officials said.    "
40,adopted,e2,said,e1,protect,0,wsj_0356.tml,WSJ891101-0008,Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.
41,adopted,e2,protect,e4,protect,0,wsj_0356.tml,WSJ891101-0008,Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.
42,said,e1,protect,e4,protect,0,wsj_0356.tml,WSJ891101-0008,Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.
43,agreed,e2,acquire,e3,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
44,agreed,e2,said,e6,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
45,agreed,e2,said,e1,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
46,agreed,e2,receive,e7,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
47,acquire,e3,said,e6,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
48,acquire,e3,said,e1,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
49,acquire,e3,receive,e7,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
50,said,e6,said,e1,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
51,said,e6,receive,e7,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
52,said,e1,receive,e7,hold,0,wsj_0346.tml,WSJ891101-0018,"Cilcorp Inc., Peoria, Ill., said it agreed  to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.    The utility holding company said Hunter  will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses. "
53,approval,e19,transaction,e20,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
54,approval,e19,expects,e5,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
55,approval,e19,obtain,e6,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
56,approval,e19,complete,e7,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
57,approval,e19,said,e4,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
58,transaction,e20,expects,e5,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
59,transaction,e20,obtain,e6,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
60,transaction,e20,complete,e7,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
61,transaction,e20,said,e4,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
62,expects,e5,obtain,e6,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
63,expects,e5,complete,e7,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
64,expects,e5,said,e4,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
65,obtain,e6,complete,e7,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
66,obtain,e6,said,e4,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
67,complete,e7,said,e4,hold,0,wsj_0006.tml,WSJ891102-0188,The thrift holding company said it expects  to obtain regulatory approval and complete the transaction by year-end.
68,run,e11,stake,e81,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
69,run,e11,boosts,e4,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
70,run,e11,prevent,e8,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
71,run,e11,making,e10,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
72,run,e11,move,e3,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
73,run,e11,help,e6,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
74,stake,e81,boosts,e4,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
75,stake,e81,prevent,e8,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
76,stake,e81,making,e10,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
77,stake,e81,move,e3,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
78,stake,e81,help,e6,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
79,boosts,e4,prevent,e8,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
80,boosts,e4,making,e10,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
81,boosts,e4,move,e3,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
82,boosts,e4,help,e6,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
83,prevent,e8,making,e10,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
84,prevent,e8,move,e3,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
85,prevent,e8,help,e6,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
86,move,e3,making,e10,prevent,1,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
87,making,e10,help,e6,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
88,move,e3,help,e6,prevent,0,wsj_0151.tml,WSJ891102-0040,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.
89,prove,e11,see,e19,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
90,prove,e11,remain,e13,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
91,prove,e11,described,e15,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
92,prove,e11,outnumber,e12,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
93,prove,e11,waiting,e17,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
94,prove,e11,survives,e20,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
95,prove,e11,holding,e16,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
96,prove,e11,sought,e9,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
97,see,e19,remain,e13,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
98,see,e19,described,e15,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
99,see,e19,outnumber,e12,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
100,see,e19,waiting,e17,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
101,see,e19,survives,e20,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
102,see,e19,holding,e16,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
103,see,e19,sought,e9,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
104,remain,e13,described,e15,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
105,remain,e13,outnumber,e12,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
106,remain,e13,waiting,e17,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
107,remain,e13,survives,e20,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
108,remain,e13,holding,e16,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
109,remain,e13,sought,e9,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
110,described,e15,outnumber,e12,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
111,described,e15,waiting,e17,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
112,described,e15,survives,e20,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
113,described,e15,holding,e16,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
114,described,e15,sought,e9,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
115,outnumber,e12,waiting,e17,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
116,outnumber,e12,survives,e20,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
117,outnumber,e12,holding,e16,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
118,outnumber,e12,sought,e9,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
119,waiting,e17,survives,e20,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
120,waiting,e17,holding,e16,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
121,waiting,e17,sought,e9,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
122,survives,e20,holding,e16,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
123,survives,e20,sought,e9,hold,0,SJMN91-06338157.tml,SJMN91-06338157,"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. "
