event1,eid1,event2,eid2,signal,Doc name,Doc ID ,sentence
provision,e634,guidance,e221,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
provision,e634,allows,e35,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
provision,e634,conference,e220,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
provision,e634,embargo,e223,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
seeking,e33,said,e32,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
seeking,e33,guidance,e221,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
seeking,e33,allows,e35,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
seeking,e33,conference,e220,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
seeking,e33,embargo,e223,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
said,e32,guidance,e221,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
said,e32,allows,e35,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
said,e32,conference,e220,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
said,e32,embargo,e223,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
guidance,e221,allows,e35,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
guidance,e221,conference,e220,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
guidance,e221,embargo,e223,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
allows,e35,conference,e220,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
allows,e35,embargo,e223,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
conference,e220,embargo,e223,allow,AP900816-0139.tml, AP900816-0139 ,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   "
authorize,e96,use,e97,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
authorize,e96,said,e99,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
authorize,e96,expected,e95,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
authorize,e96,interdict,e98,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
use,e97,said,e99,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
use,e97,expected,e95,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
use,e97,interdict,e98,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
said,e99,expected,e95,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
said,e99,interdict,e98,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
expected,e95,interdict,e98,authorize,AP900816-0139.tml, AP900816-0139 ,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. "
