event1,eid1,event2,eid2,signal,annotation ,Doc name,Doc ID,sentence
meet,e6,recommended,e4,because,0,wsj_0527.tml,WSJ891030-0174,Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.
meet,e6,plummeted,e1,because,0,wsj_0527.tml,WSJ891030-0174,Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.
meet,e6,criteria,e9,because,0,wsj_0527.tml,WSJ891030-0174,Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.
recommended,e4,plummeted,e1,because,0,wsj_0527.tml,WSJ891030-0174,Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.
recommended,e4,criteria,e9,because,0,wsj_0527.tml,WSJ891030-0174,Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.
plummeted,e1,criteria,e9,because,0,wsj_0527.tml,WSJ891030-0174,Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.
requirements,e16,meet,e18,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
requirements,e16,said,e12,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
requirements,e16,qualify,e13,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
requirements,e16,criteria,e20,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
meet,e18,said,e12,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
meet,e18,qualify,e13,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
meet,e18,criteria,e20,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
said,e12,qualify,e13,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
said,e12,criteria,e20,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
qualify,e13,criteria,e20,because,0,wsj_0527.tml,WSJ891030-0174,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. "
added,e9,restructuring,e64,from,0,wsj_0313.tml,WSJ891101-0051,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.
added,e9,impact,e12,from,0,wsj_0313.tml,WSJ891101-0051,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.
added,e9,expect,e10,from,0,wsj_0313.tml,WSJ891101-0051,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.
restructuring,e64,impact,e12,from,1,wsj_0313.tml,WSJ891101-0051,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.
restructuring,e64,expect,e10,from,0,wsj_0313.tml,WSJ891101-0051,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.
impact,e12,expect,e10,from,0,wsj_0313.tml,WSJ891101-0051,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.
agreement,e37,pay,e11,in ([a-z]+\\s)?exchange for,0,wsj_0346.tml,WSJ891101-0018,"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    "
agreement,e37,said,e10,in ([a-z]+\\s)?exchange for,0,wsj_0346.tml,WSJ891101-0018,"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    "
pay,e11,said,e10,in ([a-z]+\\s)?exchange for,0,wsj_0346.tml,WSJ891101-0018,"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    "
agreement,e37,pay,e11,in exchange for,0,wsj_0346.tml,WSJ891101-0018,"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    "
agreement,e37,said,e10,in exchange for,0,wsj_0346.tml,WSJ891101-0018,"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    "
pay,e11,said,e10,in exchange for,0,wsj_0346.tml,WSJ891101-0018,"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    "
offer,e4,set,e8,have,0,wsj_0152.tml,WSJ891102-0039,"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    "
offer,e4,expire,e10,have,0,wsj_0152.tml,WSJ891102-0039,"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    "
set,e8,expire,e10,have,0,wsj_0152.tml,WSJ891102-0039,"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    "
offer,e4,set,e8,set,0,wsj_0152.tml,WSJ891102-0039,"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    "
offer,e4,expire,e10,set,0,wsj_0152.tml,WSJ891102-0039,"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    "
set,e8,expire,e10,set,0,wsj_0152.tml,WSJ891102-0039,"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones does n't already own, had been set to expire Nov. 6.    "
designed,e41,added,e61,have,0,wsj_0151.tml,WSJ891102-0040,"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    "
designed,e41,has,e39,have,0,wsj_0151.tml,WSJ891102-0040,"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    "
designed,e41,take,e43,have,0,wsj_0151.tml,WSJ891102-0040,"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    "
added,e61,has,e39,have,0,wsj_0151.tml,WSJ891102-0040,"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    "
added,e61,take,e43,have,0,wsj_0151.tml,WSJ891102-0040,"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    "
has,e39,take,e43,have,0,wsj_0151.tml,WSJ891102-0040,"He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly , to take the company private.""    "
overtures,e58,made,e56,have,0,wsj_0570.tml,WSJ891030-0130,It has n't made merger overtures to the board.
overtures,e58,merger,e112,have,0,wsj_0570.tml,WSJ891030-0130,It has n't made merger overtures to the board.
made,e56,merger,e112,have,0,wsj_0570.tml,WSJ891030-0130,It has n't made merger overtures to the board.
overtures,e58,made,e56,make,0,wsj_0570.tml,WSJ891030-0130,It has n't made merger overtures to the board.
overtures,e58,merger,e112,make,0,wsj_0570.tml,WSJ891030-0130,It has n't made merger overtures to the board.
made,e56,merger,e112,make,0,wsj_0570.tml,WSJ891030-0130,It has n't made merger overtures to the board.
led,e69,disappointment,e17,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,stemmed,e16,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,post,e359,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,directorship,e362,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,departure,e59,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,rejected,e15,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,reports,e58,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,stemmed,e16,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,post,e359,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,directorship,e362,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,departure,e59,from,1,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,rejected,e15,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,reports,e58,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,post,e359,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,directorship,e362,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,departure,e59,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,rejected,e15,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,reports,e58,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
post,e359,directorship,e362,from,1,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
post,e359,departure,e59,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
post,e359,rejected,e15,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
post,e359,reports,e58,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
directorship,e362,departure,e59,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
directorship,e362,rejected,e15,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
directorship,e362,reports,e58,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
departure,e59,rejected,e15,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
departure,e59,reports,e58,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
rejected,e15,reports,e58,from,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,disappointment,e17,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,stemmed,e16,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,post,e359,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,directorship,e362,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,departure,e59,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,rejected,e15,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
led,e69,reports,e58,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,stemmed,e16,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,post,e359,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,directorship,e362,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,departure,e59,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,rejected,e15,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
disappointment,e17,reports,e58,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,post,e359,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,directorship,e362,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,departure,e59,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,rejected,e15,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
stemmed,e16,reports,e58,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
post,e359,directorship,e362,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
post,e359,departure,e59,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
post,e359,rejected,e15,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
post,e359,reports,e58,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
directorship,e362,departure,e59,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
directorship,e362,rejected,e15,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
directorship,e362,reports,e58,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
departure,e59,rejected,e15,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
departure,e59,reports,e58,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
rejected,e15,reports,e58,have,0,wsj_0158.tml,WSJ891102-0033,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.
demolished,e27,said,e30,from,0,wsj_0583.tml,WSJ891030-0116,"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    "
demolished,e27,think,e26,from,0,wsj_0583.tml,WSJ891030-0116,"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    "
said,e30,think,e26,from,0,wsj_0583.tml,WSJ891030-0116,"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    "
demolished,e27,said,e30,have,0,wsj_0583.tml,WSJ891030-0116,"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    "
demolished,e27,think,e26,have,0,wsj_0583.tml,WSJ891030-0116,"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    "
said,e30,think,e26,have,0,wsj_0583.tml,WSJ891030-0116,"""The myths that Japan is not open to concerns from outside has, I think, been demolished at a stroke,"" Mr. Nadir said.    "
find,e246,for,e247,by,0,wsj_0583.tml,WSJ891030-0116,"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. "
find,e246,said,e43,by,0,wsj_0583.tml,WSJ891030-0116,"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. "
for,e247,said,e43,by,0,wsj_0583.tml,WSJ891030-0116,"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. "
find,e246,for,e247,because,0,wsj_0583.tml,WSJ891030-0116,"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. "
find,e246,said,e43,because,0,wsj_0583.tml,WSJ891030-0116,"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. "
for,e247,said,e43,because,0,wsj_0583.tml,WSJ891030-0116,"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. "
find,e246,for,e247,by,0,wsj_0583.tml,WSJ891030-0116,"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. "
find,e246,said,e43,by,0,wsj_0583.tml,WSJ891030-0116,"""If you find sound, healthy companies in Japan, they are not  for sale,"" said George Watanabe, a management-consultant at Tokyo-based Asia Advisory Services Inc.    Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held. "
